gameId,roundNumber,condition,BDASize,BDAColor,BDAOtherColor,BDAItem,redBDAUtterance
Dummy1,3,size32,size,color,othercolor,item,size
Dummy1,5,size22,size,color,othercolor,item,size_color
Dummy1,11,size41,size,color,othercolor,item,size
Dummy1,13,color42,size,color,othercolor,item,size_color
Dummy1,15,size21,size,color,othercolor,item,size
Dummy1,18,color44,size,color,othercolor,item,size_color
Dummy1,20,color31,size,color,othercolor,item,color
Dummy1,31,size42,size,color,othercolor,item,size_color
Dummy1,32,size43,size,color,othercolor,item,size_color
Dummy1,43,color41,size,color,othercolor,item,color
Dummy1,44,color21,size,color,othercolor,item,color
Dummy1,45,size33,size,color,othercolor,item,size
Dummy1,48,size31,size,color,othercolor,item,size_color
Dummy1,8,color42,size,color,othercolor,item,color
Dummy1,9,color33,size,color,othercolor,item,color
Dummy1,23,color21,size,color,othercolor,item,size_color
Dummy1,35,color21,size,color,othercolor,item,size_color
Dummy1,38,color41,size,color,othercolor,item,size_color
Dummy1,43,size42,size,color,othercolor,item,size_color
Dummy1,45,color32,size,color,othercolor,item,size_color
Dummy1,47,color44,size,color,othercolor,item,size_color
Dummy1,48,size41,size,color,othercolor,item,size
Dummy1,58,size21,size,color,othercolor,item,size_color
Dummy1,62,size32,size,color,othercolor,item,size_color
Dummy1,65,color31,size,color,othercolor,item,color
Dummy1,71,size42,size,color,othercolor,item,size_color
Dummy1,72,size43,size,color,othercolor,item,size_color
Dummy1,5,color43,size,color,othercolor,item,color
Dummy1,9,size44,size,color,othercolor,item,size_color
Dummy1,30,color31,size,color,othercolor,item,color
Dummy1,32,color44,size,color,othercolor,item,size_color
Dummy1,33,size22,size,color,othercolor,item,size
Dummy1,34,size43,size,color,othercolor,item,size_color
Dummy1,35,color22,size,color,othercolor,item,size_color
Dummy1,38,color33,size,color,othercolor,item,size_color
Dummy1,41,size43,size,color,othercolor,item,size_color
Dummy1,44,color42,size,color,othercolor,item,size_color
Dummy1,48,color41,size,color,othercolor,item,size_color
Dummy1,51,size31,size,color,othercolor,item,size_color
Dummy1,61,color32,size,color,othercolor,item,color
Dummy1,64,size33,size,color,othercolor,item,size
Dummy1,65,size41,size,color,othercolor,item,size_color
Dummy1,68,color22,size,color,othercolor,item,color
Dummy1,70,size21,size,color,othercolor,item,size
Dummy1,71,size33,size,color,othercolor,item,size_color
Dummy1,6,size44,size,color,othercolor,item,size
Dummy1,11,size33,size,color,othercolor,item,size_color
Dummy1,14,color43,size,color,othercolor,item,size_color
Dummy1,16,size42,size,color,othercolor,item,size_color
Dummy1,18,color43,size,color,othercolor,item,size_color
Dummy1,19,color32,size,color,othercolor,item,color
Dummy1,26,color44,size,color,othercolor,item,size_color
Dummy1,29,color41,size,color,othercolor,item,size_color
Dummy1,33,color33,size,color,othercolor,item,size_color
Dummy1,34,color42,size,color,othercolor,item,size_color
Dummy1,37,color22,size,color,othercolor,item,color
Dummy1,48,size41,size,color,othercolor,item,size_color
Dummy1,51,color21,size,color,othercolor,item,size_color
Dummy1,52,color41,size,color,othercolor,item,size_color
Dummy1,56,size42,size,color,othercolor,item,size_color
Dummy1,62,size21,size,color,othercolor,item,size
Dummy1,65,size22,size,color,othercolor,item,size_color
Dummy1,69,size33,size,color,othercolor,item,size
Dummy1,70,color33,size,color,othercolor,item,color
Dummy1,1,size44,size,color,othercolor,item,size
Dummy1,3,size33,size,color,othercolor,item,size_color
Dummy1,6,color32,size,color,othercolor,item,size_color
Dummy1,12,size42,size,color,othercolor,item,size_color
Dummy1,27,color42,size,color,othercolor,item,color
Dummy1,28,size32,size,color,othercolor,item,size
Dummy1,30,color32,size,color,othercolor,item,size_color
Dummy1,33,size44,size,color,othercolor,item,size
Dummy1,38,color42,size,color,othercolor,item,size_color
Dummy1,41,size21,size,color,othercolor,item,size
Dummy1,42,size43,size,color,othercolor,item,size_color
Dummy1,58,color31,size,color,othercolor,item,size_color
Dummy1,60,color43,size,color,othercolor,item,size_color
Dummy1,61,color41,size,color,othercolor,item,color
Dummy1,63,color31,size,color,othercolor,item,size_color
Dummy1,64,size42,size,color,othercolor,item,size
Dummy1,68,color33,size,color,othercolor,item,size_color
Dummy1,1,size21,size,color,othercolor,item,size
Dummy1,5,color31,size,color,othercolor,item,color
Dummy1,9,color32,size,color,othercolor,item,size_color
Dummy1,12,color41,size,color,othercolor,item,color
Dummy1,13,size41,size,color,othercolor,item,size_color
Dummy1,14,color41,size,color,othercolor,item,size_color
Dummy1,21,color33,size,color,othercolor,item,color
Dummy1,22,size31,size,color,othercolor,item,size_color
Dummy1,24,color22,size,color,othercolor,item,size_color
Dummy1,27,color22,size,color,othercolor,item,color
Dummy1,28,color33,size,color,othercolor,item,size_color
Dummy1,40,size31,size,color,othercolor,item,size_color
Dummy1,41,size22,size,color,othercolor,item,size
Dummy1,47,color21,size,color,othercolor,item,color
Dummy1,53,size33,size,color,othercolor,item,size
Dummy1,54,color42,size,color,othercolor,item,color
Dummy1,57,color44,size,color,othercolor,item,size_color
Dummy1,61,color43,size,color,othercolor,item,size_color
Dummy1,63,size44,size,color,othercolor,item,size_color
Dummy1,65,color32,size,color,othercolor,item,size_color
Dummy1,67,size32,size,color,othercolor,item,size
Dummy1,10,color22,size,color,othercolor,item,size_color
Dummy1,16,color43,size,color,othercolor,item,size_color
Dummy1,18,color41,size,color,othercolor,item,size_color
Dummy1,21,size21,size,color,othercolor,item,size_color
Dummy1,22,color42,size,color,othercolor,item,size_color
Dummy1,23,size41,size,color,othercolor,item,size
Dummy1,24,color44,size,color,othercolor,item,color
Dummy1,32,color44,size,color,othercolor,item,color
Dummy1,41,size42,size,color,othercolor,item,size
Dummy1,42,color21,size,color,othercolor,item,color
Dummy1,57,color31,size,color,othercolor,item,color
Dummy1,59,size44,size,color,othercolor,item,size
Dummy1,62,color31,size,color,othercolor,item,color
Dummy1,69,size44,size,color,othercolor,item,size
Dummy1,72,size32,size,color,othercolor,item,size_color
Dummy1,2,size44,size,color,othercolor,item,size
Dummy1,3,color41,size,color,othercolor,item,color
Dummy1,9,size21,size,color,othercolor,item,size_color
Dummy1,11,size21,size,color,othercolor,item,size_color
Dummy1,18,size42,size,color,othercolor,item,size
Dummy1,28,color31,size,color,othercolor,item,size_color
Dummy1,29,color44,size,color,othercolor,item,color
Dummy1,30,color33,size,color,othercolor,item,color
Dummy1,33,color32,size,color,othercolor,item,color
Dummy1,36,size32,size,color,othercolor,item,size_color
Dummy1,37,color41,size,color,othercolor,item,color
Dummy1,41,color42,size,color,othercolor,item,size_color
Dummy1,42,size33,size,color,othercolor,item,size
Dummy1,63,color21,size,color,othercolor,item,color
Dummy1,65,size43,size,color,othercolor,item,size_color
Dummy1,67,size42,size,color,othercolor,item,size_color
Dummy1,68,color21,size,color,othercolor,item,size_color
Dummy1,71,size22,size,color,othercolor,item,size_color
Dummy1,72,color22,size,color,othercolor,item,size_color
Dummy1,1,color31,size,color,othercolor,item,color
Dummy1,5,size31,size,color,othercolor,item,size_color
Dummy1,7,color44,size,color,othercolor,item,color
Dummy1,13,color22,size,color,othercolor,item,color
Dummy1,25,size31,size,color,othercolor,item,size_color
Dummy1,26,size44,size,color,othercolor,item,size
Dummy1,30,color41,size,color,othercolor,item,color
Dummy1,32,size22,size,color,othercolor,item,size_color
Dummy1,33,color42,size,color,othercolor,item,color
Dummy1,35,size41,size,color,othercolor,item,size_color
Dummy1,42,color41,size,color,othercolor,item,size_color
Dummy1,48,color32,size,color,othercolor,item,size_color
Dummy1,51,size44,size,color,othercolor,item,size_color
Dummy1,55,color22,size,color,othercolor,item,color
Dummy1,63,size42,size,color,othercolor,item,size
Dummy1,6,size42,size,color,othercolor,item,size
Dummy1,8,size41,size,color,othercolor,item,size
Dummy1,9,size21,size,color,othercolor,item,size_color
Dummy1,23,color42,size,color,othercolor,item,color
Dummy1,25,color42,size,color,othercolor,item,color
Dummy1,33,color43,size,color,othercolor,item,color
Dummy1,36,size42,size,color,othercolor,item,size
Dummy1,45,color41,size,color,othercolor,item,color
Dummy1,50,color43,size,color,othercolor,item,size_color
Dummy1,51,color32,size,color,othercolor,item,size_color
Dummy1,54,color22,size,color,othercolor,item,size_color
Dummy1,61,color44,size,color,othercolor,item,size_color
Dummy1,64,color33,size,color,othercolor,item,color
Dummy1,65,color33,size,color,othercolor,item,color
Dummy1,67,color22,size,color,othercolor,item,size_color
Dummy1,70,size33,size,color,othercolor,item,size
Dummy1,71,color21,size,color,othercolor,item,size_color
Dummy1,1,color43,size,color,othercolor,item,color
Dummy1,6,size31,size,color,othercolor,item,size
Dummy1,25,color44,size,color,othercolor,item,size_color
Dummy1,41,size42,size,color,othercolor,item,size_color
Dummy1,43,color41,size,color,othercolor,item,size_color
Dummy1,53,size21,size,color,othercolor,item,size
Dummy1,3,size44,size,color,othercolor,item,size
Dummy1,4,size43,size,color,othercolor,item,size
