gameId,roundNumber,condition,BDASize,BDAColor,BDAOtherColor,BDAItem,redBDAUtterance
kgAjLRok7q3vskRYD,1,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,4,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,9,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,10,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,11,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,14,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,16,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,20,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,26,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,28,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,39,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,45,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,49,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,50,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,52,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,55,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,56,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,59,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,62,scenario4,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,65,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,67,scenario1,size,color,othercolor,item,color
kgAjLRok7q3vskRYD,68,scenario4,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,1,scenario1,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,6,scenario1,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,11,scenario1,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,15,scenario4,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,20,scenario4,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,22,scenario1,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,30,scenario4,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,58,scenario4,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,67,scenario4,size,color,othercolor,item,color
sANt6jJXrNsm3zFLu,68,scenario1,size,color,othercolor,item,color
